yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
2017,KCA,AL,herreke01,64,0,6,64,64,0,0,0,0,0,0,0,0,0,0,0,0
2017,PHI,NL,herreod01,138,128,138,133,0,0,0,0,0,0,0,133,0,133,0,7,0
2017,NYA,AL,herrero01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,ARI,NL,herrmch01,106,54,106,74,0,45,5,0,0,0,22,0,2,24,0,37,6
2017,MIN,AL,hestoch01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,SEA,AL,hestoch01,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHN,NL,heywaja01,126,116,126,124,0,0,0,0,0,0,0,13,120,124,0,4,0
2017,NYA,AL,hicksaa01,88,76,88,84,0,0,0,0,0,0,22,52,14,84,0,11,0
2017,DET,AL,hicksjo02,60,41,60,41,0,18,26,0,0,0,0,0,0,0,12,11,0
2017,NYA,AL,higasky01,9,5,9,8,0,8,0,0,0,0,0,0,0,0,1,1,0
2017,MIN,AL,hildetr01,37,0,1,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2017,SFN,NL,hillaa01,34,15,34,18,0,0,0,7,7,0,6,0,0,6,0,18,0
2017,LAN,NL,hillri01,25,25,23,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2017,COL,NL,hoffmje02,23,16,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2017,DET,AL,holadbr01,13,7,13,11,0,11,0,1,0,0,0,0,0,0,1,2,0
2017,NYA,AL,holdejo02,37,0,4,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHA,AL,hollade01,29,26,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2017,COL,NL,hollagr01,61,0,55,61,61,0,0,0,0,0,0,0,0,0,0,0,0
2017,NYA,AL,hollima01,105,96,105,8,0,0,8,0,0,0,0,0,0,0,90,8,0
2017,CHA,AL,holmbda01,37,7,5,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2017,BOS,AL,holtbr01,64,37,64,53,0,0,2,31,9,0,10,0,2,11,3,10,9
2017,ARI,NL,hoovejj01,52,0,49,52,52,0,0,0,0,0,0,0,0,0,0,0,0
2017,PHI,NL,hoskirh01,50,50,50,50,0,0,27,0,0,0,30,0,0,30,0,0,0
2017,KCA,AL,hosmeer01,162,161,162,157,0,0,157,0,0,0,0,0,0,0,5,1,0
2017,TOR,AL,housetj01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOR,AL,howeljp01,16,0,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0
2017,TEX,AL,hoyinja01,36,17,36,36,0,0,0,0,0,0,1,25,10,36,0,3,2
2017,HOU,AL,hoytja01,43,0,3,43,43,0,0,0,0,0,0,0,0,0,0,0,0
2017,TBA,AL,huch02,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2017,PIT,NL,hudsoda01,71,0,65,71,71,0,0,0,0,0,0,0,0,0,0,0,0
2017,SLN,NL,huffmch01,12,1,12,1,0,0,0,0,0,0,0,0,1,1,1,11,0
2017,MIL,NL,hugheja02,67,0,63,67,67,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIN,AL,hugheph01,14,9,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2017,SFN,NL,hundlni01,101,66,101,82,0,82,0,0,0,0,0,0,0,0,1,25,1
2017,TBA,AL,hunteto02,61,0,5,61,61,0,0,0,0,0,0,0,0,0,0,0,0
2017,ATL,NL,hurshja01,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2017,SFN,NL,hwangja01,18,15,18,17,0,0,3,0,15,0,0,0,0,0,0,2,0
2017,ARI,NL,iannech01,89,70,89,79,0,78,0,0,1,0,0,0,0,0,0,15,0
2017,DET,AL,iglesjo01,130,128,130,130,0,0,0,0,0,130,0,0,0,0,0,0,0
2017,CIN,NL,iglesra01,63,0,60,63,63,0,0,0,0,0,0,0,0,0,0,0,0
2017,ATL,NL,inciaen01,157,154,157,156,0,0,0,0,0,0,0,156,0,156,0,1,0
2017,CHA,AL,infangr01,52,0,4,52,52,0,0,0,0,0,0,0,0,0,0,0,0
2017,SEA,AL,iwakuhi01,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2017,CLE,AL,jacksau01,85,79,85,81,0,0,0,0,0,0,38,38,18,81,0,5,0
2017,BAL,AL,jacksed01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,WAS,NL,jacksed01,19,13,17,13,13,0,0,0,0,0,0,0,0,0,0,0,6
2017,ATL,NL,jackslu01,43,0,41,43,43,0,0,0,0,0,0,0,0,0,0,0,0
2017,BAL,AL,janispa01,14,9,14,14,0,0,0,0,0,14,0,0,0,0,0,0,1
2017,HOU,AL,jankojo01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,SDN,NL,jankotr01,27,22,27,24,0,0,0,0,0,0,19,4,3,24,0,3,0
2017,LAN,NL,janseke01,65,0,59,65,65,0,0,0,0,0,0,0,0,0,0,0,0
2017,PIT,NL,jasojo01,126,53,126,82,0,0,29,0,0,0,17,0,46,61,0,59,1
2017,DET,AL,jayemy01,5,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHN,NL,jayjo02,141,88,141,111,1,0,0,0,0,0,64,54,19,111,2,46,0
2017,MIL,NL,jeffrje01,22,1,20,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2017,TEX,AL,jeffrje01,39,0,1,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHA,AL,jennida01,48,0,3,48,48,0,0,0,0,0,0,0,0,0,0,0,0
2017,TBA,AL,jennida01,29,0,3,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2017,TEX,AL,jimenaj01,7,1,7,5,0,5,0,0,0,0,0,0,0,0,1,2,0
2017,DET,AL,jimenjo02,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2017,BAL,AL,jimenub01,31,25,3,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2017,BOS,AL,johnsbr02,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2017,ATL,NL,johnsji04,61,0,56,61,61,0,0,0,0,0,0,0,0,0,0,0,0
2017,ATL,NL,johnsmi04,18,1,18,3,0,0,0,0,0,0,3,0,0,3,0,8,8
2017,CHN,NL,johnspi01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,BAL,AL,jonesad01,147,147,147,147,0,0,0,0,0,0,0,147,0,147,0,0,0
2017,DET,AL,jonesja07,56,42,56,51,0,0,0,0,0,0,0,51,1,51,2,6,4
2017,CHA,AL,jonesna01,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2017,SFN,NL,jonesry01,53,41,53,46,0,0,30,0,18,0,1,0,0,1,0,8,0
2017,MIN,AL,jorgefe01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,BAL,AL,josepca01,89,69,89,86,0,79,0,0,8,0,0,0,0,0,0,4,3
2017,PHI,NL,josepto01,142,127,142,130,0,0,130,0,0,0,0,0,0,0,2,11,0
2017,OAK,AL,joycema01,141,123,141,133,0,0,0,0,0,0,24,1,115,133,2,15,1
2017,NYA,AL,judgeaa01,155,151,155,141,0,0,0,0,0,0,0,0,141,141,11,3,1
2017,MIL,NL,jungmta01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,KCA,AL,junisja01,20,16,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHA,AL,kahnlto01,37,0,3,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2017,NYA,AL,kahnlto01,32,0,2,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2017,KCA,AL,karnsna01,9,8,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2017,TEX,AL,kelake01,39,0,3,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2017,WAS,NL,kellesh01,33,0,31,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2017,SLN,NL,kellyca02,34,14,34,31,0,31,0,0,0,0,0,0,0,0,0,11,0
2017,BOS,AL,kellyjo05,54,0,5,54,54,0,0,0,0,0,0,0,0,0,0,0,0
2017,NYN,NL,kellyty01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,PHI,NL,kellyty01,69,14,69,29,0,0,0,14,4,0,9,1,3,11,0,40,5
2017,ATL,NL,kempma01,115,107,115,103,0,0,0,0,0,0,103,0,0,103,5,8,0
2017,HOU,AL,kempto01,17,10,17,14,0,0,0,0,0,0,10,4,0,14,1,1,4
2017,PHI,NL,kendrho01,39,35,39,34,0,0,1,10,0,0,24,0,0,24,1,4,0
2017,WAS,NL,kendrho01,52,39,52,46,0,0,3,5,0,0,38,0,3,39,0,11,0
2017,BOS,AL,kendrky01,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,KCA,AL,kenneia01,30,30,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIN,AL,keplema01,147,129,147,143,0,0,0,0,0,0,0,13,138,143,1,9,2
2017,LAN,NL,kershcl01,27,27,24,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2017,HOU,AL,keuchda01,23,23,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2017,TBA,AL,kiermke01,98,95,98,97,0,0,0,0,0,0,0,97,0,97,0,2,0
2017,BOS,AL,kimbrcr01,67,0,6,67,67,0,0,0,0,0,0,0,0,0,0,0,0
2017,BAL,AL,kimhy01,56,34,56,42,0,0,0,0,0,0,42,0,0,42,1,17,0
2017,PHI,NL,kimhy01,40,18,40,23,0,0,0,0,0,0,13,0,11,23,1,18,1
2017,DET,AL,kinslia01,139,137,139,135,0,0,0,135,0,0,0,0,0,0,3,1,0
2017,MIN,AL,kintzbr01,45,0,5,45,45,0,0,0,0,0,0,0,0,0,0,0,0
2017,WAS,NL,kintzbr01,27,0,25,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2017,CLE,AL,kipnija01,90,87,90,86,0,0,0,75,0,0,0,11,0,11,2,3,0
2017,TBA,AL,kittran01,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2017,CIN,NL,kivlepa01,115,28,115,59,0,0,12,0,7,0,11,4,29,43,0,58,2
2017,CLE,AL,klubeco01,29,29,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2017,PHI,NL,knappan01,56,52,56,53,0,53,1,0,0,0,0,0,0,0,1,2,1
2017,MIL,NL,knebeco01,76,0,71,76,76,0,0,0,0,0,0,0,0,0,0,0,0
2017,ARI,NL,kochma01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIA,NL,koehlto01,12,12,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOR,AL,koehlto01,15,1,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2017,TBA,AL,kolarad01,12,0,2,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2017,PIT,NL,kontoge01,15,0,14,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2017,SFN,NL,kontoge01,50,0,45,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2017,NYA,AL,kozmape01,11,3,11,10,0,0,0,1,0,9,0,0,0,0,0,1,2
2017,TEX,AL,kozmape01,28,9,28,24,0,0,4,4,14,5,0,0,0,0,0,1,8
2017,NYA,AL,kratzer01,4,0,4,2,0,2,0,0,0,0,0,0,0,0,2,2,0
2017,ATL,NL,krolia01,51,0,48,51,51,0,0,0,0,0,0,0,0,0,0,0,0
2017,PIT,NL,kuhlch01,33,31,30,31,31,0,0,0,0,0,0,0,0,0,0,2,0
2017,DET,AL,labouja01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHN,NL,lackejo01,32,30,31,31,31,0,0,0,0,0,0,0,0,0,0,1,0
2017,NYN,NL,lagarju01,94,58,94,85,0,0,0,0,0,0,0,85,0,85,0,11,5
2017,OAK,AL,lamarry01,3,2,3,3,0,0,0,0,0,0,0,3,0,3,0,1,0
2017,ARI,NL,lambja01,149,144,149,144,0,0,0,0,144,0,0,0,0,0,1,5,0
2017,SDN,NL,lametdi01,21,21,19,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHN,NL,lasteto01,73,22,73,35,0,0,1,21,18,0,0,0,0,0,0,44,0
2017,TOR,AL,latosma01,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,OAK,AL,lavarry01,6,4,6,5,0,5,0,0,0,0,0,0,0,0,0,1,0
2017,SFN,NL,lawde01,41,0,39,41,41,0,0,0,0,0,0,0,0,0,0,0,0
2017,SEA,AL,lawreca01,23,0,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOR,AL,lawreca01,4,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,NYA,AL,layneto01,19,0,3,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2017,SEA,AL,leakemi01,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2017,SLN,NL,leakemi01,27,26,26,26,26,0,0,0,0,0,0,0,0,0,0,1,0
2017,CHN,NL,leathja01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,PIT,NL,leathja01,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2017,PIT,NL,leblawa01,50,0,46,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2017,TEX,AL,leclejo01,47,0,3,47,47,0,0,0,0,0,0,0,0,0,0,0,0
2017,SDN,NL,leeza01,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,PHI,NL,leitema02,27,11,23,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2017,COL,NL,lemahdj01,155,151,155,153,0,0,0,153,0,0,0,0,0,0,0,3,0
2017,DET,AL,leonar02,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOR,AL,leonedo01,65,0,5,65,65,0,0,0,0,0,0,0,0,0,0,0,0
2017,BOS,AL,leonsa01,85,77,85,84,0,84,0,0,0,0,0,0,0,0,0,2,0
2017,CHN,NL,lestejo01,32,32,30,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2017,DET,AL,lewicar01,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,LAN,NL,liberad01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,WAS,NL,lindad01,116,61,116,63,0,0,39,0,0,0,25,0,0,25,7,48,0
2017,PIT,NL,lindbjo01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,CLE,AL,lindofr01,159,159,159,158,0,0,0,0,0,158,0,0,0,0,1,0,0
2017,BOS,AL,lintz01,25,15,25,23,0,0,0,10,9,6,0,0,0,0,1,4,1
2017,HOU,AL,liriafr01,20,0,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOR,AL,liriafr01,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHA,AL,liriary01,21,12,21,19,0,0,0,0,0,0,12,0,7,19,2,0,1
2017,PHI,NL,livelbe01,15,15,14,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2017,SDN,NL,lloydky01,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,WAS,NL,lobatjo01,51,43,51,50,0,50,0,0,0,0,0,0,0,0,0,3,0
2017,LAN,NL,locasti01,3,0,3,2,0,0,0,0,0,0,2,0,0,2,0,1,2
2017,MIA,NL,lockeje01,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2017,CLE,AL,loganbo02,38,0,6,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIA,NL,lombast02,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
2017,TBA,AL,longoev01,156,156,156,142,0,0,0,0,142,0,0,0,0,0,14,0,0
2017,MIL,NL,lopezjo02,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOR,AL,lopezra02,24,17,24,24,0,24,0,0,1,0,0,0,0,0,0,1,0
2017,CHA,AL,lopezre01,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2017,CIN,NL,lorenmi01,73,0,70,70,70,0,0,0,0,0,0,0,0,0,0,3,0
2017,TOR,AL,loupaa01,70,0,5,70,70,0,0,0,0,0,0,0,0,0,0,0,0
2017,OAK,AL,lowrije01,153,146,153,137,0,0,0,136,1,0,0,0,0,0,14,6,0
2017,SLN,NL,lucasjo02,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2017,COL,NL,lucrojo01,46,43,46,44,0,44,0,0,0,0,0,0,0,0,0,3,0
2017,TEX,AL,lucrojo01,77,75,77,66,0,66,1,0,0,0,0,0,0,0,10,2,0
2017,NYN,NL,lugose01,20,18,18,19,19,0,0,0,0,0,0,0,0,0,0,1,0
2017,PIT,NL,luplojo01,27,20,27,23,0,0,0,0,0,0,10,0,14,23,0,5,0
2017,COL,NL,lylesjo01,33,0,32,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2017,SDN,NL,lylesjo01,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2017,SLN,NL,lynnla01,33,33,31,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2017,SLN,NL,lyonsty01,50,0,48,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2017,KCA,AL,machaan02,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,DET,AL,machadi01,73,41,73,63,0,0,0,27,5,32,0,0,0,0,8,13,4
2017,BAL,AL,machama01,156,156,156,156,0,0,0,0,156,0,0,0,0,0,0,0,0
2017,SEA,AL,machije01,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2017,BOS,AL,maddoau01,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2017,OAK,AL,madsory01,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0
2017,WAS,NL,madsory01,20,0,19,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2017,LAN,NL,maedake01,30,25,28,29,29,0,0,0,0,0,0,0,0,0,0,1,0
2017,LAA,AL,magnida01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,CIN,NL,mahlety01,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,DET,AL,mahtomi01,109,87,109,105,0,0,0,0,0,0,19,67,25,105,2,9,4
2017,TOR,AL,mailelu01,46,36,46,46,0,46,0,0,0,0,0,0,0,0,0,1,0
2017,LAA,AL,maldoma01,138,131,138,138,0,137,1,0,0,0,0,0,0,0,0,3,0
2017,OAK,AL,manaese01,29,29,2,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2017,BAL,AL,mancitr01,147,140,147,126,0,0,45,0,0,0,88,0,2,90,18,6,0
2017,KCA,AL,manesse01,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHN,NL,mapledi01,6,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2017,SDN,NL,margoma01,126,121,126,123,0,0,0,0,0,0,0,123,0,123,0,4,0
2017,MIL,NL,marinjh01,15,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2017,PIT,NL,marinjh01,24,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2017,TEX,AL,marinjh01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,HOU,AL,marisja01,106,65,106,102,0,0,0,0,0,0,6,93,3,102,1,6,9
2017,SEA,AL,marjami01,5,2,5,5,0,5,0,0,0,0,0,0,0,0,0,2,0
2017,ATL,NL,markani01,160,155,160,156,0,0,0,0,0,0,0,0,156,156,2,2,1
2017,TBA,AL,marksju01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,COL,NL,marquge01,29,29,26,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2017,SFN,NL,marrech01,15,9,15,12,0,0,0,0,0,0,12,0,0,12,0,4,0
